"chr"	"start"	"end"	"RBPs"	"strand"	"IGF2BP1wt_rep1"	"IGF2BP1wt_rep2"	"IGF2BP1R167C_rep1"	"IGF2BP1R167C_rep2"	"IGF2BP1R167H_rep1"	"IGF2BP1R167H_rep2"	"gene_ID"	"gene_name"	"gene_type"	"feature"
"chr1"	19173290	19173298	"IGF2BP1R168C"	"-"	2.586666667	1.793333333	5.655	4.596666667	4.475	0	"ENSG00000127481.15"	"UBR4"	"protein_coding"	"CDS"
"chr1"	19173538	19173546	"IGF2BP1wt"	"-"	6.1	10.748	0.82	15.88333333	0.27	9.73	"ENSG00000127481.15"	"UBR4"	"protein_coding"	"CDS"
"chr1"	19176614	19176622	"IGF2BP1wt"	"-"	11.04	18.46	11.992	31.24	9.4	3.235	"ENSG00000127481.15"	"UBR4"	"protein_coding"	"CDS"
"chr1"	19183850	19183858	"IGF2BP1wt"	"-"	14.05666667	9.326666667	8.58	5.11	0.295	1.168	"ENSG00000127481.15"	"UBR4"	"protein_coding"	"CDS"
"chr1"	19184118	19184126	"IGF2BP1wt"	"-"	10.80333333	10.456	17.94	7.728	11.232	0.14	"ENSG00000127481.15"	"UBR4"	"protein_coding"	"CDS"
"chr1"	19187184	19187194	"IGF2BP1R168H,IGF2BP1wt"	"-"	18.81714286	6.52	25.14	7.267142857	8.657142857	4.1125	"ENSG00000127481.15"	"UBR4"	"protein_coding"	"CDS"
"chr1"	19198602	19198610	"IGF2BP1R168C"	"-"	2.616	16.0375	3.376666667	5.91375	1.315	3.957142857	"ENSG00000127481.15"	"UBR4"	"protein_coding"	"CDS"
"chr1"	19198861	19198870	"IGF2BP1R168C,IGF2BP1wt"	"-"	7.065	14.44666667	12.06	13.20166667	4.266666667	0	"ENSG00000127481.15"	"UBR4"	"protein_coding"	"CDS"
"chr1"	19218544	19218552	"IGF2BP1R168C"	"-"	7.026666667	1.36	8.34	7.26	2.786666667	7.2175	"ENSG00000127463.15"	"EMC1"	"protein_coding"	"3UTR"
"chr1"	19219101	19219109	"IGF2BP1wt"	"-"	5.02	7.96	1.008	5.6275	4.18	5.74	"ENSG00000127463.15"	"EMC1"	"protein_coding"	"3UTR"
"chr1"	19219127	19219135	"IGF2BP1R168C"	"-"	3.72	5.386666667	5.205	11.575	1.786666667	2.2625	"ENSG00000127463.15"	"EMC1"	"protein_coding"	"3UTR"
"chr1"	19232672	19232680	"IGF2BP1wt"	"-"	13.44	10.78	6.63	13.625	2.5	8.203333333	"ENSG00000127463.15"	"EMC1"	"protein_coding"	"CDS"
"chr1"	19232986	19233000	"IGF2BP1R168C,IGF2BP1wt"	"-"	7.566	7.217777778	4.444	6.93	4.362857143	2.155	"ENSG00000127463.15"	"EMC1"	"protein_coding"	"CDS"
"chr1"	19255963	19255971	"IGF2BP1wt"	"+"	5.854285714	16.82666667	13.315	13.70428571	5.693333333	3.646666667	"ENSG00000053372.5"	"MRTO4"	"protein_coding"	"CDS"
"chr1"	19259750	19259758	"IGF2BP1R168H"	"+"	0.27	0	2.28	1.54	5.18	6.275	"ENSG00000053372.5"	"MRTO4"	"protein_coding"	"3UTR"
"chr1"	19339572	19339582	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"-"	29.34666667	20.80666667	28.19142857	11.48555556	5.85	38.6725	"ENSG00000077549.19"	"CAPZB"	"protein_coding"	"CDS"
"chr1"	19344380	19344388	"IGF2BP1R168C"	"-"	5.183333333	0.144	6.211428571	3.8975	6.6875	2.65	"ENSG00000077549.19"	"CAPZB"	"protein_coding"	"CDS"
"chr1"	19357521	19357534	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"-"	15.336	9.1725	20.48	28.86	8.58	4.327142857	"ENSG00000077549.19"	"CAPZB"	"protein_coding"	"CDS"
"chr1"	19385570	19385578	"IGF2BP1R168C"	"-"	16.2225	2.23	10.58333333	18.53142857	8.924	12.62571429	"ENSG00000077549.19"	"CAPZB"	"protein_coding"	"CDS"
"chr1"	20483158	20483166	"IGF2BP1R168C"	"-"	9.722857143	3.44	24.36	37.51571429	0.8133333333	6.542	"ENSG00000162545.6"	"CAMK2N1"	"protein_coding"	"3UTR"
"chr1"	20483286	20483294	"IGF2BP1R168C"	"-"	30.884	27.692	45.37	38.03	27.83142857	21.63333333	"ENSG00000162545.6"	"CAMK2N1"	"protein_coding"	"3UTR"
"chr1"	20483544	20483555	"IGF2BP1R168C,IGF2BP1wt"	"-"	9.61	16.31333333	4.575555556	11.999	0.8	12.52125	"ENSG00000162545.6"	"CAMK2N1"	"protein_coding"	"3UTR"
"chr1"	20485282	20485290	"IGF2BP1R168C,IGF2BP1R168H"	"-"	5.4	12.675	8.315	12.90833333	9.311428571	17.24571429	"ENSG00000162545.6"	"CAMK2N1"	"protein_coding"	"CDS"
"chr1"	20652400	20652408	"IGF2BP1R168H"	"-"	7.263333333	0	1.336	2.122	7.363333333	9.594285714	"ENSG00000244038.11"	"DDOST"	"protein_coding"	"CDS"
"chr1"	20652638	20652646	"IGF2BP1wt"	"-"	13.275	9.38	8.715	14.46	3.02	5.254	"ENSG00000244038.11"	"DDOST"	"protein_coding"	"CDS"
"chr1"	20655680	20655691	"IGF2BP1R168C,IGF2BP1wt"	"-"	23.58571429	13.85333333	16.96	10.19428571	0.1666666667	2.652857143	"ENSG00000244038.11"	"DDOST"	"protein_coding"	"CDS"
"chr1"	20742990	20742998	"IGF2BP1R168C,IGF2BP1wt"	"-"	12.32	11.27	15.64	8.72	6	3.21	"ENSG00000127483.19"	"HP1BP3"	"protein_coding"	"3UTR"
"chr1"	20744576	20744584	"IGF2BP1R168H,IGF2BP1wt"	"-"	30.38	18.41	1.152	37.74666667	15.14666667	22.19666667	"ENSG00000127483.19"	"HP1BP3"	"protein_coding"	"3UTR"
"chr1"	20767607	20767616	"IGF2BP1R168C,IGF2BP1wt"	"-"	9.957142857	10.65	8.453333333	12.82	10.744	4.597142857	"ENSG00000127483.19"	"HP1BP3"	"protein_coding"	"CDS"
"chr1"	20771002	20771010	"IGF2BP1wt"	"-"	8.18	7.173333333	2.58	7.9475	2	0	"ENSG00000127483.19"	"HP1BP3"	"protein_coding"	"CDS"
"chr1"	20774100	20774108	"IGF2BP1R168C"	"-"	1.12	3.356	5.86	8.945	2.295	1.913333333	"ENSG00000127483.19"	"HP1BP3"	"protein_coding"	"5UTR"
"chr1"	20779864	20779872	"IGF2BP1R168C"	"-"	0	0.24	5.11	23.14166667	0	0.176	"ENSG00000127483.19"	"HP1BP3"	"protein_coding"	"CDS"
"chr1"	21747121	21747129	"IGF2BP1wt"	"-"	6.693333333	8.653333333	12.03	12.59	4.652	2.303333333	"ENSG00000090686.16"	"USP48"	"protein_coding"	"CDS"
"chr1"	22092422	22092430	"IGF2BP1wt"	"+"	8.94	7.764	1.26	8.625	2.68	6.275	"ENSG00000070831.17"	"CDC42"	"protein_coding"	"3UTR"
"chr1"	22092667	22092675	"IGF2BP1R168C"	"+"	0.54	1.65	4.44	5.516	0.3933333333	0.13	"ENSG00000070831.17"	"CDC42"	"protein_coding"	"3UTR"
"chr1"	23071262	23071273	"IGF2BP1R168C,IGF2BP1wt"	"+"	13.755	13.93428571	13.1175	19.47375	4.936	1.448571429	"ENSG00000004487.17"	"KDM1A"	"protein_coding"	"CDS"
"chr1"	23082288	23082296	"IGF2BP1R168C"	"+"	2.22	3.55	12.48	9.4425	2.58	4.135	"ENSG00000004487.17"	"KDM1A"	"protein_coding"	"CDS"
"chr1"	23693825	23693839	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"+"	182.2285721	154.3485714	191.4400021	243.864285	109.2999986	101.3169238	"ENSG00000142676.14"	"RPL11"	"protein_coding"	"CDS"
"chr1"	23694725	23694733	"IGF2BP1wt"	"+"	24.44857143	26.9725	26.11	23.73833333	0	12.3125	"ENSG00000142676.14"	"RPL11"	"protein_coding"	"CDS"
"chr1"	23696377	23696386	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"+"	40.74666667	20.196	21.66	43.04	7.188	24.2025	"ENSG00000142676.14"	"RPL11"	"protein_coding"	"3UTR"
"chr1"	23751622	23751636	"IGF2BP1R168C,IGF2BP1wt"	"+"	5.301818182	9.234	8.625454545	4.502307692	0.625	4.05	"ENSG00000011007.12"	"ELOA"	"protein_coding"	"CDS"
"chr1"	23751928	23751936	"IGF2BP1R168C,IGF2BP1wt"	"+"	8.704	11.18	19.13666667	21.898	7.5	3.064	"ENSG00000011007.12"	"ELOA"	"protein_coding"	"CDS"
"chr1"	23754144	23754152	"IGF2BP1R168C"	"+"	6.562857143	0	4.38	6.865	0.74	0.098	"ENSG00000011007.12"	"ELOA"	"protein_coding"	"CDS"
"chr1"	23970184	23970192	"IGF2BP1wt"	"-"	9.48	12.98	5.07	1.445	6.76	5.06	"ENSG00000188529.15"	"SRSF10"	"protein_coding"	"3UTR"
"chr1"	23975049	23975057	"IGF2BP1R168H"	"-"	3.634285714	0.1666666667	4.048	23.18625	18.25	9.422857143	"ENSG00000188529.15"	"SRSF10"	"protein_coding"	"CDS"
"chr1"	24652985	24652993	"IGF2BP1R168C"	"+"	7.692	0.7933333333	7.07	4.351666667	0	0.2433333333	"ENSG00000133226.17"	"SRRM1"	"protein_coding"	"CDS"
"chr1"	24670145	24670153	"IGF2BP1wt"	"+"	6.7	8.94	0.12	2.085	0	0	"ENSG00000133226.17"	"SRRM1"	"protein_coding"	"CDS"
"chr1"	24672940	24672950	"IGF2BP1R168C,IGF2BP1wt"	"+"	16.15111111	10.44333333	6.585	19.25142857	10.41142857	0	"ENSG00000133226.17"	"SRRM1"	"protein_coding"	"3UTR"
"chr1"	24840800	24840815	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"+"	15.07	23.34727273	18.675	25.68555556	7.95	9.41	"ENSG00000169504.15"	"CLIC4"	"protein_coding"	"CDS"
"chr1"	24841592	24841604	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"+"	29.26	33.596	18.645	32.6	14.28	9.648333333	"ENSG00000169504.15"	"CLIC4"	"protein_coding"	"3UTR"
"chr1"	24842200	24842208	"IGF2BP1R168H"	"+"	4.08	4.126666667	2.16	10.71333333	5.25	5.413333333	"ENSG00000169504.15"	"CLIC4"	"protein_coding"	"3UTR"
"chr1"	24842305	24842313	"IGF2BP1wt"	"+"	12.288	5.61	0.21	4.426666667	0	0.37	"ENSG00000169504.15"	"CLIC4"	"protein_coding"	"3UTR"
"chr1"	24842859	24842867	"IGF2BP1R168C"	"+"	2.864	0.9566666667	4.05	5.645	0.295	0.0975	"ENSG00000169504.15"	"CLIC4"	"protein_coding"	"3UTR"
"chr1"	24843760	24843768	"IGF2BP1R168H"	"+"	18.012	9.593333333	3.64	12.222	11.18	9.485	"ENSG00000169504.15"	"CLIC4"	"protein_coding"	"3UTR"
"chr1"	25360708	25360716	"IGF2BP1wt"	"+"	11.975	7.408	6.24	5.2875	5.59	0.2233333333	"ENSG00000183726.11"	"TMEM50A"	"protein_coding"	"3UTR"
"chr1"	25900644	25900652	"IGF2BP1wt"	"-"	30.21285714	23.39	9.064285714	23.7	0	0	"ENSG00000117632.23"	"STMN1"	"protein_coding"	"3UTR"
"chr1"	25900788	25900796	"IGF2BP1R168C"	"-"	19.584	17.805	29.34	20.468	3.4	0	"ENSG00000117632.23"	"STMN1"	"protein_coding"	"3UTR"
"chr1"	25900951	25900961	"IGF2BP1R168C,IGF2BP1wt"	"-"	23.84222222	19.868	7.396	44.335	7.633333333	0	"ENSG00000117632.23"	"STMN1"	"protein_coding"	"3UTR"
"chr1"	25903717	25903730	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"-"	3.102	30.062	26.22727273	29.9	12.622	8.664166667	"ENSG00000117632.23"	"STMN1"	"protein_coding"	"CDS"
"chr1"	25904691	25904699	"IGF2BP1wt"	"-"	6.846666667	5.505	5.004	0.13	6.14	0	"ENSG00000117632.23"	"STMN1"	"protein_coding"	"5UTR"
"chr1"	25904721	25904729	"IGF2BP1R168H"	"-"	0.79	1.766666667	5.624	1.884	8.013333333	10.538	"ENSG00000117632.23"	"STMN1"	"protein_coding"	"5UTR"
"chr1"	26762250	26762258	"IGF2BP1wt"	"+"	7.44	7.5	0.42	0	0.4533333333	3.6975	"ENSG00000117713.20"	"ARID1A"	"protein_coding"	"CDS"
"chr1"	26771208	26771216	"IGF2BP1R168C"	"+"	10.08	5.226666667	7.14	7.266666667	6	0	"ENSG00000117713.20"	"ARID1A"	"protein_coding"	"CDS"
"chr1"	26779055	26779063	"IGF2BP1wt"	"+"	9.15	8.753333333	4.535	0.4833333333	10.072	1.6725	"ENSG00000117713.20"	"ARID1A"	"protein_coding"	"CDS"
"chr1"	26781370	26781378	"IGF2BP1wt"	"+"	9.22	11.22666667	6.7	9.4425	2.18	0	"ENSG00000117713.20"	"ARID1A"	"protein_coding"	"3UTR"
"chr1"	26781388	26781396	"IGF2BP1R168C"	"+"	7.26	6	8.4	11.568	4.68	0	"ENSG00000117713.20"	"ARID1A"	"protein_coding"	"3UTR"
"chr1"	26911677	26911692	"IGF2BP1R168C,IGF2BP1wt"	"-"	2.448888889	11.18545455	4.68	12.02888889	0.3485714286	1.168571429	"ENSG00000131910.5"	"NR0B2"	"protein_coding"	"3UTR"
"chr1"	26941478	26941486	"IGF2BP1R168H"	"+"	0.9866666667	3.66	1.6	2.54	10.2	8.142	"ENSG00000090273.14"	"NUDC"	"protein_coding"	"CDS"
"chr1"	27000032	27000040	"IGF2BP1wt"	"+"	22.6675	15.91428571	5.82	22.95	1.36	3.146666667	"ENSG00000253368.4"	"TRNP1"	"protein_coding"	"3UTR"
"chr1"	27000222	27000230	"IGF2BP1wt"	"+"	12.3	9.675	0.5	5.9	5.38	0.195	"ENSG00000253368.4"	"TRNP1"	"protein_coding"	"3UTR"
"chr1"	27000468	27000476	"IGF2BP1R168C,IGF2BP1R168H"	"+"	4.96	15.404	7.22	11.98666667	8	9.196666667	"ENSG00000253368.4"	"TRNP1"	"protein_coding"	"3UTR"
"chr1"	27325241	27325249	"IGF2BP1R168H"	"+"	20.36	23.76	18.028	18.49666667	11.66666667	7.793333333	"ENSG00000206888.1"	"RNU6-48P"	"snRNA"	"exon"
"chr1"	27408196	27408204	"IGF2BP1R168H"	"-"	2.446666667	2.165	2.72	8.97	5.236	4.941428571	"ENSG00000158195.11"	"WASF2"	"protein_coding"	"CDS"
"chr1"	27851120	27851128	"IGF2BP1R168C"	"+"	6.08	14.94666667	6.71	9.443333333	1.75	5.095	"ENSG00000117751.18"	"PPP1R8"	"protein_coding"	"3UTR"
"chr1"	27894036	27894044	"IGF2BP1R168C"	"-"	7.28	3.92	10.965	13.08	9.5	8.56	"ENSG00000117748.10"	"RPA2"	"protein_coding"	"CDS"
"chr1"	28506716	28506725	"IGF2BP1R168C,IGF2BP1wt"	"+"	5.693333333	21.72333333	10.755	11.54285714	8.84	2.9175	"ENSG00000180198.16"	"RCC1"	"protein_coding"	"intron"
"chr1"	28507481	28507489	"IGF2BP1R168C,IGF2BP1wt"	"+"	164.1912525	129.1728714	99.46125375	226.3287575	28.58001143	72.1562575	"ENSG00000274266.1"	"SNORA73A"	"snoRNA"	"exon"
"chr1"	28507544	28507552	"IGF2BP1wt"	"+"	176.5324975	176.4624962	174.8475063	160.1674925	0.47750125	96.00001125	"ENSG00000274266.1"	"SNORA73A"	"snoRNA"	"exon"
"chr1"	28508363	28508372	"IGF2BP1R168C,IGF2BP1wt"	"+"	21.64285714	17.04	25.725	24.78857143	8.385714286	0.0975	"ENSG00000180198.16"	"RCC1"	"protein_coding"	"intron"
"chr1"	28508526	28508534	"IGF2BP1R168C"	"+"	3.772	7.697142857	8.105	11.915	10.045	8.274285714	"ENSG00000180198.16"	"RCC1"	"protein_coding"	"intron"
"chr1"	28508658	28508669	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"+"	352.50819	445.1881864	484.0500155	531.73999	292.9118227	258.8700118	"ENSG00000200087.1"	"SNORA73B"	"snoRNA"	"exon"
"chr1"	28508964	28508972	"IGF2BP1wt"	"+"	6.092	7.525	0.144	0.1775	5.448	0	"ENSG00000180198.16"	"RCC1"	"protein_coding"	"intron"
"chr1"	28509143	28509151	"IGF2BP1R168H"	"+"	8.291428571	11.94	11.09142857	11.838	11.23142857	8.366666667	"ENSG00000180198.16"	"RCC1"	"protein_coding"	"intron"
"chr1"	28580943	28580951	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"-"	288.846245	306.04875	296.5012512	354.6712562	164.6962512	162.797505	"ENSG00000274582.1"	"SNORA16A"	"snoRNA"	"exon"
"chr1"	28743488	28743496	"IGF2BP1R168C"	"+"	4.664	18.20666667	15.27	5.805	6.36	0.8766666667	"ENSG00000198492.16"	"YTHDF2"	"protein_coding"	"CDS"
"chr1"	28769490	28769500	"IGF2BP1R168C,IGF2BP1wt"	"+"	7.176666667	7.868571429	12.51666667	17.52857143	6.072	6.643333333	"ENSG00000198492.16"	"YTHDF2"	"protein_coding"	"3UTR"
"chr1"	28987570	28987578	"IGF2BP1R168C,IGF2BP1R168H"	"+"	2.253333333	8.46	13.55	6.05	13.144	6.36	"ENSG00000159023.22"	"EPB41"	"protein_coding"	"CDS"
"chr1"	29148162	29148170	"IGF2BP1wt"	"-"	14.552	17.712	8.28	10.83666667	6.726666667	2.626666667	"ENSG00000116350.17"	"SRSF4"	"protein_coding"	"3UTR"
"chr1"	29179916	29179924	"IGF2BP1R168C"	"-"	0.54	2.08	9.42	7.716666667	0.68	0.195	"ENSG00000116350.17"	"SRSF4"	"protein_coding"	"intron"
"chr1"	29275653	29275661	"IGF2BP1R168C"	"+"	0	0.395	2.82	4.952	0	0.0975	"ENSG00000060656.20"	"PTPRU"	"protein_coding"	"CDS"
"chr1"	29311692	29311700	"IGF2BP1wt"	"+"	11.74	6.326666667	0	3.72	4.68	0.39	"ENSG00000060656.20"	"PTPRU"	"protein_coding"	"CDS"
"chr1"	30942002	30942010	"IGF2BP1wt"	"-"	12.11333333	6	0.75	2.63	11.18	4.67	"ENSG00000134644.16"	"PUM1"	"protein_coding"	"CDS"
"chr1"	30950230	30950238	"IGF2BP1wt"	"-"	4.285	6.915	0	3.5775	0	0	"ENSG00000134644.16"	"PUM1"	"protein_coding"	"CDS"
"chr1"	30952250	30952258	"IGF2BP1R168C"	"-"	0.56	1.633333333	8.412	3.783333333	3.726666667	1.07	"ENSG00000134644.16"	"PUM1"	"protein_coding"	"CDS"
"chr1"	30966123	30966131	"IGF2BP1wt"	"-"	10.22	6.15	3.15	9.331666667	0	0	"ENSG00000134644.16"	"PUM1"	"protein_coding"	"CDS"
"chr1"	31059221	31059229	"IGF2BP1R168C"	"-"	8.876666667	0.285	10.98857143	9.845	0	3.075	"ENSG00000134644.16"	"PUM1"	"protein_coding"	"CDS"
"chr1"	31259725	31259733	"IGF2BP1R168C"	"-"	27.75142857	27.34285714	18.81	47.00428571	17.50571429	15.51	"ENSG00000060688.13"	"SNRNP40"	"protein_coding"	"3UTR"
"chr1"	31281462	31281470	"IGF2BP1R168C"	"-"	6.86	6.395	7.02	5.645	8.655	7.086666667	"ENSG00000060688.13"	"SNRNP40"	"protein_coding"	"CDS"
"chr1"	31497630	31497640	"IGF2BP1R168H,IGF2BP1wt"	"-"	27.7	18.924	6.87	26.238	12.3	13.7425	"ENSG00000206981.1"	"RNU6-40P"	"snRNA"	"exon"
"chr1"	31919510	31919518	"IGF2BP1wt"	"-"	9.632	23.27142857	9.78	28.47	4.93	12.61333333	"ENSG00000184007.22"	"PTP4A2"	"protein_coding"	"5UTR"
"chr1"	32043303	32043318	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"+"	28.88666667	29.27142857	28.932	26.477	19.41142857	6.081666667	"ENSG00000121774.18"	"KHDRBS1"	"protein_coding"	"3UTR"
"chr1"	32043836	32043844	"IGF2BP1wt"	"+"	5.86	10.508	0.75	3.72	4.68	0.13	"ENSG00000121774.18"	"KHDRBS1"	"protein_coding"	"3UTR"
"chr1"	32169923	32169932	"IGF2BP1R168C,IGF2BP1R168H"	"+"	4.573333333	1.553333333	9.183333333	7.804285714	7.5	7	"ENSG00000025800.14"	"KPNA6"	"protein_coding"	"CDS"
"chr1"	32175111	32175119	"IGF2BP1R168H"	"+"	7.2	10.04666667	6.71	5.81	11	11.515	"ENSG00000025800.14"	"KPNA6"	"protein_coding"	"3UTR"
"chr1"	32175120	32175128	"IGF2BP1wt"	"+"	10.172	9.92	7.89	8.625	10.68	6.275	"ENSG00000025800.14"	"KPNA6"	"protein_coding"	"3UTR"
"chr1"	32176406	32176414	"IGF2BP1R168H"	"+"	4.035	0	0.945	3.4	2.816	5.604	"ENSG00000025800.14"	"KPNA6"	"protein_coding"	"3UTR"
"chr1"	32180226	32180234	"IGF2BP1R168C"	"+"	0.7133333333	2.685	5.23	5.3775	2.036	0.1675	"ENSG00000084652.16"	"TXLNA"	"protein_coding"	"5UTR"
"chr1"	32196474	32196483	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"+"	15.36	15.308	15.48	17.396	10.5	12.42333333	"ENSG00000084652.16"	"TXLNA"	"protein_coding"	"3UTR"
"chr1"	32197509	32197517	"IGF2BP1R168C"	"+"	5.58	2.08	6.36	9.17	0	2.53	"ENSG00000084652.16"	"TXLNA"	"protein_coding"	"3UTR"
"chr1"	32226432	32226440	"IGF2BP1R168C"	"+"	1.34	1.253333333	4.824	7.861666667	0	0	"ENSG00000084623.12"	"EIF3I"	"protein_coding"	"CDS"
"chr1"	32226448	32226456	"IGF2BP1wt"	"+"	5.036666667	3.3	0.4457142857	1.891428571	0.2866666667	0	"ENSG00000084623.12"	"EIF3I"	"protein_coding"	"CDS"
"chr1"	32228738	32228748	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"+"	72.98714286	59.83	54.7575	74.59555444	20.82	34.84	"ENSG00000084623.12"	"EIF3I"	"protein_coding"	"CDS"
"chr1"	32231467	32231475	"IGF2BP1wt"	"+"	5.906666667	9.873333333	0	7.131666667	0	0.78	"ENSG00000084623.12"	"EIF3I"	"protein_coding"	"3UTR"
"chr1"	32324498	32324506	"IGF2BP1R168C"	"+"	10.715	0.67	9.54	6.89	0	0.195	"ENSG00000116478.12"	"HDAC1"	"protein_coding"	"CDS"
"chr1"	32331488	32331498	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"+"	23.38571429	35.97666667	34.00571429	37.52875	14.924	12.74285714	"ENSG00000116478.12"	"HDAC1"	"protein_coding"	"CDS"
"chr1"	32333874	32333888	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"-"	20.026	7.353333333	18.64363636	24.77181818	7.386666667	9.76	"ENSG00000175130.7"	"MARCKSL1"	"protein_coding"	"3UTR"
"chr1"	32334052	32334060	"IGF2BP1wt"	"-"	30.18	28.08666667	15.60333333	27.40428571	0	9.875	"ENSG00000175130.7"	"MARCKSL1"	"protein_coding"	"3UTR"
"chr1"	32657452	32657461	"IGF2BP1R168C,IGF2BP1R168H"	"+"	1.12	16.33333333	8.5	12.535	6.2	12.84	"ENSG00000162521.19"	"RBBP4"	"protein_coding"	"CDS"
"chr1"	32680242	32680250	"IGF2BP1R168C"	"+"	5.406666667	9.34	10.62	13.85	5.59	1.07	"ENSG00000162521.19"	"RBBP4"	"protein_coding"	"3UTR"
"chr1"	32775258	32775268	"IGF2BP1R168C,IGF2BP1wt"	"-"	21.96	12.495	7.504	8.896666667	3.786666667	4.37	"ENSG00000134684.12"	"YARS1"	"protein_coding"	"3UTR"
"chr1"	32781110	32781118	"IGF2BP1wt"	"-"	6.06	7.264	0.09	2.25	0.3	0.9433333333	"ENSG00000134684.12"	"YARS1"	"protein_coding"	"CDS"
"chr1"	32782502	32782510	"IGF2BP1R168C"	"-"	3.13	20.19	27.38	13.64666667	3.571428571	15.28428571	"ENSG00000134684.12"	"YARS1"	"protein_coding"	"CDS"
"chr1"	32810746	32810754	"IGF2BP1R168C"	"-"	6.182857143	3.168	6.1	6.554	4.09	1.986666667	"ENSG00000134684.12"	"YARS1"	"protein_coding"	"CDS"
"chr1"	33010120	33010130	"IGF2BP1R168C,IGF2BP1wt"	"-"	15.25	6.8025	7.05	11.104	1.7825	3.936666667	"ENSG00000004455.17"	"AK2"	"protein_coding"	"3UTR"
"chr1"	33010356	33010364	"IGF2BP1R168C"	"-"	4.14	13.884	18.06	10.8875	4.79	10.49428571	"ENSG00000004455.17"	"AK2"	"protein_coding"	"3UTR"
"chr1"	33324012	33324020	"IGF2BP1wt"	"-"	9.233333333	6.33	0.04	2.263333333	0	2.2125	"ENSG00000134686.18"	"PHC2"	"protein_coding"	"3UTR"
"chr1"	33324414	33324422	"IGF2BP1wt"	"-"	11.17142857	3.885	0.08	0.5133333333	0	0.8433333333	"ENSG00000134686.18"	"PHC2"	"protein_coding"	"3UTR"
"chr1"	33328878	33328886	"IGF2BP1R168C"	"-"	6.08	7.76	7.22	5.81	1.666666667	2.42	"ENSG00000134686.18"	"PHC2"	"protein_coding"	"CDS"
"chr1"	33330084	33330092	"IGF2BP1wt"	"-"	6.18	7.04	0.552	0	0	0	"ENSG00000134686.18"	"PHC2"	"protein_coding"	"CDS"
"chr1"	35178132	35178140	"IGF2BP1wt"	"-"	10.728	8.326666667	0.885	4.105	4.725	2.66	"ENSG00000116560.11"	"SFPQ"	"protein_coding"	"intron"
"chr1"	35178986	35178994	"IGF2BP1R168C"	"-"	11.445	3.32	8.83	10.2375	2.59	6.22	"ENSG00000116560.11"	"SFPQ"	"protein_coding"	"intron"
"chr1"	35183006	35183021	"IGF2BP1R168C,IGF2BP1R168H,IGF2BP1wt"	"-"	17.96222222	14.82	9.08	22.795	5.93	7.166666667	"ENSG00000116560.11"	"SFPQ"	"protein_coding"	"3UTR"
"chr1"	35184221	35184236	"IGF2BP1R168C,IGF2BP1wt"	"-"	27.21142857	28.238	9.956666667	29.291	19.45454545	5.12625	"ENSG00000116560.11"	"SFPQ"	"protein_coding"	"3UTR"
"chr1"	35185764	35185776	"IGF2BP1R168C,IGF2BP1wt"	"-"	4.752	11.885	5.73	11.80333333	2.2	0.6366666667	"ENSG00000116560.11"	"SFPQ"	"protein_coding"	"intron"
"chr1"	35190528	35190536	"IGF2BP1R168C"	"-"	27.84	9.7725	26.86857143	18.14	0	3.845	"ENSG00000116560.11"	"SFPQ"	"protein_coding"	"CDS"
"chr1"	35190868	35190876	"IGF2BP1wt"	"-"	14.99142857	28.4875	3.75	16.7425	0.1666666667	2.066666667	"ENSG00000116560.11"	"SFPQ"	"protein_coding"	"CDS"
"chr1"	35361682	35361690	"IGF2BP1wt"	"+"	11.46	6.49	6.797142857	5.9	4.513333333	5.205	"ENSG00000146463.12"	"ZMYM4"	"protein_coding"	"CDS"
"chr1"	35361761	35361769	"IGF2BP1wt"	"+"	5.73	7.095	0.02666666667	3.265	2.09	0.45	"ENSG00000146463.12"	"ZMYM4"	"protein_coding"	"CDS"
"chr1"	35387239	35387247	"IGF2BP1R168C"	"+"	8.366666667	2.486666667	7.88	14.9575	4.633333333	1.095	"ENSG00000146463.12"	"ZMYM4"	"protein_coding"	"CDS"
"chr1"	35398432	35398440	"IGF2BP1wt"	"+"	4.44	7.59	2.52	6.35	4.86	0	"ENSG00000146463.12"	"ZMYM4"	"protein_coding"	"CDS"
"chr1"	35421362	35421370	"IGF2BP1R168C"	"+"	3.54	7.226666667	7.71	8.015	10.59	5.123333333	"ENSG00000146463.12"	"ZMYM4"	"protein_coding"	"3UTR"
"chr1"	35609260	35609268	"IGF2BP1R168C"	"-"	9.536666667	10.844	5.604	7.826666667	0	0	"ENSG00000126067.12"	"PSMB2"	"protein_coding"	"CDS"
